Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
2019,"NYM",162,2445,6290,242,791,767,56,0.082034976,0.220031796,0.184921764,0.298881987,0.256934566,0.328329607,0.44185633,0.3251346256691596,,104.99497890784694,-9.04350350617824,32.19421712077168,11.033289562910795,23.687314831644745
2021,"ATL",161,2392,6056,239,790,762,59,0.090653896,0.239927344,0.191310833,0.287560581,0.24370688,0.319329126,0.435017713,0.322907764328948,,99.0686162456333,2.1694481307058595,-5.382492900829387,38.6580760225188,23.67906700450946
2006,"ATL",162,2435,6284,222,849,818,52,0.083704646,0.186028007,0.184488626,0.304060434,0.270463908,0.33650282,0.454952534,0.3389721431185406,,100.07976371248368,-13.39904653839767,-13.118523967910091,48.14522936195135,23.67300925300463
2009,"STL",162,2358,6168,160,730,694,75,0.085603112,0.168774319,0.152241537,0.296261899,0.262763037,0.332130556,0.415004574,0.32520263961665974,,98.06587873051151,13.395080393180251,-1.5846216438514702,44.57797364145517,23.650763015214714
2010,"SDP",162,2352,6148,132,665,630,124,0.087508132,0.192420299,0.12513802,0.289555822,0.246227456,0.317402768,0.371365476,0.30420121835124747,,91.94979492886593,9.25963025726378,-50.1892046246436,90.11262533906847,23.636149473541938
2011,"DET",162,2309,6231,169,787,750,49,0.083614187,0.18343765,0.156749955,0.318171269,0.276829049,0.339750849,0.433579004,0.33709678891469264,,108.8372185870898,-15.229184509720653,48.53486707507472,-30.292824724689126,23.608287665225927
2016,"CLE",161,2366,6155,185,777,733,134,0.086271324,0.202437043,0.167943107,0.303914417,0.261670313,0.329033311,0.42961342,0.32642414779466356,,99.86539764190859,15.286657992284745,13.585796736180377,8.36482796818018,23.593119526485605
2015,"STL",162,2406,6139,137,647,619,69,0.082423847,0.206385404,0.141684902,0.303008248,0.252735229,0.321088881,0.394420131,0.31097345756235406,,96.99956805379256,0.8628898810129613,-21.245226747002068,53.78875004127622,23.582891245587682
2016,"SFG",162,2404,6271,130,715,675,79,0.091213522,0.176526869,0.139802336,0.298811156,0.258221024,0.329477911,0.39802336,0.314585980185796,,95.88355436436522,-0.43243357309984276,-32.43814049125609,63.65449350843846,23.56681096237568
2016,"SEA",162,2371,6227,223,768,735,56,0.081259033,0.206841175,0.170875873,0.297349866,0.259000537,0.326346339,0.42987641,0.32528209862013063,,107.81702650444727,-9.601131331175566,48.57856998598781,-30.699751544743776,23.426436114029414
2012,"CIN",162,2211,6115,172,669,636,87,0.078659035,0.207031888,0.159211247,0.295632973,0.251415008,0.315292949,0.410626255,0.3138492259588254,,93.23300335967483,13.474197268486023,-35.967427007073255,72.95502984151244,23.36208867130606
2019,"ARI",162,2418,6315,220,813,778,88,0.085510688,0.215360253,0.182496006,0.292939164,0.251908396,0.322934903,0.434404402,0.3191834725397805,,93.37336498123499,13.909152139676735,-41.82812668483236,80.78103989362717,23.349591559325933
2011,"LAA",162,2187,6088,155,667,629,135,0.072601839,0.178383705,0.149102122,0.287871747,0.252856883,0.312520702,0.401959005,0.3133335155511677,,98.49451459735619,-3.7829099595546722,-14.620483053075565,35.000565407797694,23.33692920514449
2006,"STL",161,2359,6225,184,781,745,59,0.085301204,0.148112449,0.162622239,0.291741472,0.268743208,0.337341566,0.431365447,0.33055582284966556,,97.6747365988209,5.883704602485523,-13.325656621335437,45.99864665197674,23.25538662272161
2012,"TEX",162,2236,6216,200,808,780,91,0.076898326,0.177445302,0.172987478,0.305529953,0.272987477,0.333603107,0.445974955,0.3358255068856262,,106.29132581411135,-5.773983828723431,39.52709029591708,-27.338544802448798,23.226013906801604
2017,"WSN",162,2322,6214,215,819,796,108,0.087222401,0.213550048,0.18332433,0.311143984,0.265982351,0.332198995,0.449306681,0.33078146769390276,,98.85161752629095,10.235264243279744,0.7420235538205251,18.8068629127265,23.204891189839152
2007,"COL",163,2407,6498,171,860,823,100,0.09572176,0.177285318,0.157793006,0.321849501,0.279564224,0.354014029,0.43735723,0.3456332002380672,,96.60534286681089,10.090803012251854,-19.40039646569466,41.60739385045599,23.099340841228205
2022,"SEA",162,2383,6117,197,690,663,83,0.097433382,0.228379924,0.159627907,0.27156299,0.229953488,0.314660114,0.389581395,0.3103640361954599,,106.41282534092136,1.9054510351852514,45.91873496105846,-18.78975669562351,23.06629489373474
2019,"MIL",162,2514,6309,250,769,744,101,0.099698842,0.247741321,0.191808012,0.296256968,0.246481414,0.329087724,0.438289426,0.32383249151456395,,96.88794590138197,6.064750143588753,-20.200815498341065,56.28032482229173,23.051913607139785
2013,"CLE",162,2337,6165,171,745,711,117,0.091159772,0.2081103,0.155352242,0.299975411,0.254528819,0.326703619,0.409881061,0.3241092065174075,,104.02442990124538,11.545272922841832,39.314919959741886,-24.883536083623767,23.013462612148007
2010,"ATL",162,2376,6252,139,738,699,63,0.101407549,0.18234165,0.142595644,0.301493244,0.258282994,0.338994015,0.400878638,0.3274561321873387,,99.91275014327462,-2.091982889920473,-2.939647111348614,33.59872074169107,23.005164324897205
2021,"SDP",162,2497,6119,180,729,695,110,0.095767282,0.216375224,0.158803864,0.286551197,0.242384843,0.321211123,0.401188707,0.3121620998268001,,98.60328678263522,2.6120585158932954,-8.421152072854461,32.255711746402085,22.943984524456656
2016,"LAD",162,2491,6164,189,725,680,45,0.085171966,0.21430889,0.159659296,0.293564356,0.249184487,0.319256481,0.408843783,0.3144882698697522,,97.16798320928208,-1.9677335320629936,-24.13359476404446,51.34619032184128,22.80971672312816
2010,"PHI",162,2277,6291,166,772,736,108,0.089016054,0.169130503,0.153377531,0.292444242,0.259989249,0.331999359,0.41336678,0.3265790923122605,,99.0058439695992,13.300533110275865,5.496856092416807,21.8928174902685,22.789776839950648
2008,"HOU",161,2312,6051,167,712,684,114,0.074202611,0.173690299,0.152082187,0.295975666,0.26270409,0.322542966,0.414786277,0.3220724623817453,,93.49683315843771,0.44926441088318825,-49.21701184338242,83.44563759677112,22.777234205578395
2006,"MIN",162,2226,6228,143,801,754,101,0.078676942,0.140012845,0.137807926,0.315596725,0.287040342,0.346619331,0.424848268,0.33420020738203843,,100.95888789140862,-1.4162617805413902,5.930820203144272,13.499128179624677,22.73217163020761
2010,"ARI",162,2271,6183,180,713,691,86,0.0952612,0.247290959,0.166088069,0.311695137,0.24958889,0.324649951,0.415676959,0.32503082671281996,,92.7037023845852,-8.3121466524899,-62.74163380881422,92.77781919203699,22.721761804706567
2009,"MIN",163,2315,6346,172,817,770,85,0.092184052,0.160888748,0.154600571,0.305679785,0.274429386,0.344559173,0.429029957,0.3379050929902324,,103.55487545051844,15.33552998304367,42.861779433798404,-39.46090263687074,22.537776942672302
2013,"PIT",162,2369,6135,161,634,603,94,0.076446617,0.216788916,0.150565075,0.294483101,0.245351804,0.313405797,0.395916879,0.3116262011357236,,99.29193687194332,1.8147910402622074,-3.4184563785521505,27.416594944894314,22.507651734829174
2017,"MIL",162,2423,6135,224,732,695,128,0.089160554,0.256071719,0.179806109,0.308004326,0.249314066,0.322172985,0.429120175,0.321109878257431,,93.65549187934485,4.877667779815965,-46.03443628325791,60.00504353456199,22.379432068057437
2013,"CIN",162,2286,6293,155,698,664,67,0.092960432,0.197838868,0.14166212,0.293124246,0.249136206,0.327263938,0.390798326,0.3155403017531853,,95.65172163444865,-2.0260265443939716,-32.880201194210116,50.63401959463954,22.34655152407987
2017,"SEA",162,2323,6166,200,750,714,89,0.078981511,0.205481673,0.164835165,0.300072833,0.258692127,0.325312957,0.423527292,0.3207988334442276,,102.63902550494302,-4.817130430979887,14.968382004590786,5.862332093412988,22.341084217805644
2021,"WSN",162,2386,6113,182,724,686,56,0.093734663,0.213152298,0.159331476,0.306792164,0.257753017,0.336736374,0.417084493,0.3258679348042553,,102.00528228971521,-12.962870690826094,1.9228122103124186,15.34264781163074,22.26511147117561
2023,"PHI",162,2323,6207,220,796,771,141,0.086837441,0.238601578,0.182097095,0.308346213,0.255730012,0.327087707,0.437827107,0.329420273907665,,105.48894941997168,10.21779369423166,52.425299928372816,-40.626095682382584,22.139623131933938
2017,"ARI",162,2360,6224,220,812,776,103,0.092866323,0.233933161,0.19040724,0.305727554,0.254298642,0.329398447,0.444705882,0.32923105413439996,,95.05599384983998,8.492558953817934,-31.830351822103466,40.15306838718243,22.12180440052915
2013,"MIL",162,2335,6064,157,640,610,142,0.067117414,0.195085751,0.145232005,0.293595586,0.252283522,0.310506096,0.397515527,0.3111673637987282,,91.48682147536377,-6.880718413507566,-65.99181952278938,88.48265594802797,22.114445472853184
2017,"CIN",162,2321,6213,219,753,715,120,0.090938355,0.213906325,0.179066375,0.294369029,0.253464624,0.328898263,0.432530999,0.3249787002246935,,94.79863342963623,2.2970822910610877,-39.75664492330401,48.01456385105848,22.07772226363808
2021,"MIN",162,2356,6078,228,729,690,54,0.086377097,0.231161566,0.182102744,0.28203125,0.241392008,0.314106789,0.423494752,0.3175352186314273,,102.2995988479092,-5.7749813897535205,11.156580366405663,-0.47064785682596266,22.061423243932797
2016,"PIT",162,2458,6261,153,729,696,110,0.089602299,0.213065005,0.144352219,0.311170862,0.257307831,0.332475884,0.40166005,0.3184332585878655,,97.49705254921544,-3.971606310248262,-23.784776048639,40.49936213809997,22.051268113379997
2021,"CHW",162,2292,6084,190,796,757,57,0.096318211,0.228303747,0.165951092,0.309929263,0.256300168,0.336138613,0.42225126,0.32905298642875735,,107.7447458495579,0.4886946892365813,58.05372307471571,-47.956700786948204,22.023090581906658
2022,"PHI",162,2327,6077,205,747,719,105,0.078657232,0.2242883,0.168850072,0.298841893,0.253275109,0.316639209,0.422125181,0.3216074744302512,,106.25426267873341,2.7264548107923474,46.85286977287524,-45.68851822987199,21.96117173884952
2010,"TEX",162,2312,6302,162,787,740,123,0.081085369,0.156458267,0.14267968,0.306980841,0.276131322,0.338190552,0.418811002,0.33297435407401976,,98.49049139474525,4.497504323720932,-7.019541450437359,-0.8159663490951061,21.945716478464863
2009,"ATL",162,2335,6335,149,735,700,58,0.095027624,0.167955801,0.142083409,0.299565515,0.263404946,0.338621794,0.405488355,0.3269135165746413,,96.99868710661352,-20.21368047967553,-44.203991834784176,64.6205285154283,21.915666996062548
2006,"DET",162,2214,6198,203,822,785,60,0.069377218,0.182800903,0.174228997,0.309765085,0.27437079,0.328782707,0.448599787,0.3338342025180366,,98.70081408115928,-1.562084297882393,-12.18907155775696,23.365305392537266,21.835380068915136
2021,"BOS",162,2353,6122,219,829,783,40,0.083632799,0.226396602,0.187989081,0.309003051,0.260964513,0.328477905,0.448953594,0.3327793280512055,,105.34127478003907,-5.419862492242828,34.30339143489156,-27.592043972574174,21.814820794616416
2015,"KCR",162,2263,6116,139,724,689,104,0.062622629,0.159090909,0.14367713,0.301108647,0.268520179,0.321769154,0.412197309,0.3179639810317808,,98.95730325365581,-0.270662410184741,-8.294293910314156,13.80118274409324,21.797283241132586
2014,"TOR",162,2397,6167,177,723,690,78,0.081401005,0.18663856,0.155163092,0.29523586,0.258605154,0.322570123,0.413768246,0.32509232822936834,,106.69999553100602,0.046786537393927574,44.91019175295834,-40.747157745063305,21.73655203720765
2007,"CLE",162,2225,6367,178,811,784,72,0.092665305,0.188785927,0.159350464,0.309596077,0.268379728,0.343281225,0.427730192,0.3362115323591027,,104.02695225865286,0.25727029889822006,31.93943257983208,-29.624897491186857,21.719250818419194
2012,"ARI",162,2213,6150,165,734,710,93,0.087642276,0.205853658,0.158916148,0.306918547,0.259245697,0.327911943,0.418161845,0.32323794981699117,,96.64260957996537,-5.590577311813831,-30.706969566040925,50.65179254929535,21.68796966493433
2014,"OAK",162,2358,6245,146,729,686,83,0.093835068,0.176781425,0.136519387,0.27846934,0.244183949,0.319620761,0.380703336,0.3115405274681792,,102.42230741219038,11.016475852113217,27.186844015040933,-26.281903315335512,21.648324856636137
2015,"TEX",162,2358,6187,172,751,707,101,0.081299498,0.199288831,0.155870078,0.299759615,0.257485029,0.325195312,0.413355107,0.32056198831823174,,97.7039161252641,21.600199855631217,4.778720651984187,-3.026592935435474,21.645001297381697
2007,"LAA",162,2230,6198,123,822,776,139,0.08180058,0.142465311,0.133057256,0.315412963,0.284119553,0.344631852,0.417176809,0.3325348786998743,,100.22255700108457,3.720564626157284,5.309717261709823,2.0218628901056945,21.638201236981224
2016,"WSN",162,2302,6201,203,763,735,121,0.086437671,0.201902918,0.170309654,0.292825768,0.255555555,0.32553226,0.425865209,0.32160477273820426,,95.80903299709054,5.241231525527837,-27.166983901789763,41.67620292305946,21.630792416199377
2013,"LAA",162,2311,6260,164,733,696,82,0.083546325,0.195047923,0.150322119,0.307475978,0.264137437,0.328941025,0.414459556,0.3249756623371006,,109.07691300751652,-9.700802783947438,54.75519886802657,-56.76175659149885,21.56968828266798
2015,"ARI",162,2393,6276,154,720,680,132,0.078075207,0.20905035,0.149938043,0.316037735,0.264471587,0.323807994,0.41440963,0.318933751966788,,95.1945974107352,12.533808102365583,-23.311620731286872,32.62842858210206,21.566753385076204
2022,"SDP",162,2323,6175,153,705,682,49,0.092955465,0.214898785,0.140819313,0.288547347,0.240855888,0.31789371,0.381675201,0.30807707311278903,,102.79741486285862,-8.415185284800828,11.54373083198546,-17.65068405121565,21.549893926894814
2016,"BAL",162,2257,6089,253,744,710,19,0.076859911,0.217441287,0.187545257,0.29123776,0.255792903,0.317028985,0.44333816,0.32562950461753315,,102.7994747938289,-6.605609018355608,13.50776889600203,-10.39217142155394,21.437999272393043
2016,"COL",162,2369,6236,204,845,805,66,0.079217447,0.213277742,0.18240114,0.325717063,0.275026718,0.336137172,0.457427858,0.33870947946663577,,94.18190483945092,-0.765607229397574,-46.84468245948594,58.3182218070142,21.43405699820408
2012,"PHI",162,2294,6172,158,684,659,116,0.073558003,0.177252106,0.144480519,0.290002308,0.255050505,0.316557377,0.399531024,0.3113870933457636,,93.0141231010482,10.707685716450214,-40.75479769975373,56.3264937386848,21.299883757858886
2012,"SDP",162,2384,6112,121,651,610,155,0.088187172,0.202552356,0.132976761,0.2972907,0.246956842,0.319391634,0.379933603,0.30660852157948676,,96.99324639996458,13.828451216220856,-8.393563364903667,25.523898186162114,21.271987332269585
2006,"CLE",162,2135,6303,196,870,839,55,0.088211962,0.191020149,0.176721836,0.323791647,0.280476953,0.348533163,0.457198789,0.3465502217722934,,108.0605579792611,-2.865143090020865,62.74787240073779,-61.3667451441288,21.24198919846193
2022,"MIN",162,2422,6113,178,696,668,38,0.084737444,0.221331588,0.153214025,0.295164119,0.247626004,0.317273025,0.400840029,0.31494596788907087,,106.57252972198722,-12.987865812145174,32.2242962184694,-22.56175636127591,21.219161804012053
2008,"NYY",162,2330,6257,180,789,758,118,0.085504235,0.162218315,0.155958364,0.301630434,0.271356783,0.341631866,0.427315147,0.3375255986253741,,104.07209831016813,-6.653425823897123,24.272246542666664,-27.765388254076242,21.210777717827202
2007,"CHC",162,2379,6268,151,752,711,86,0.079770261,0.168155711,0.150451887,0.308156424,0.271132376,0.332797427,0.421584263,0.32876376344140906,,89.87985021179875,-3.9396508522331715,-87.0248808828793,96.64493506975123,21.130452910365484
2019,"STL",162,2413,6167,210,764,714,116,0.090968055,0.230257823,0.169572398,0.291861067,0.245182602,0.322122448,0.414755,0.3141151052450002,,95.33109580654454,9.936682733241469,-28.22276701699255,48.682780949166045,21.094856556646295
2012,"CHW",162,2277,6111,211,748,726,109,0.075437735,0.196858124,0.16654585,0.28937198,0.255346139,0.318256578,0.421891989,0.3215324048499135,,98.47864692681071,-7.000695064663887,-18.184212336670885,11.163753023021854,20.842634852223615
2007,"FLA",162,2423,6344,201,790,749,105,0.082124842,0.209962168,0.181091168,0.315038684,0.267282743,0.3359375,0.448373911,0.33975023750204997,,100.76864271016743,3.795068748295307,9.369613368006336,-6.353516681003384,20.731012121641868
2006,"LAD",162,2384,6394,153,820,787,128,0.093994369,0.14998436,0.156716418,0.30652936,0.275764036,0.348293299,0.432480454,0.3371033550583234,,101.00007917503657,-4.750890554627404,3.3659820841643793,-2.61544565949589,20.721266285271984
2015,"NYY",162,2401,6268,212,764,737,63,0.088385449,0.195756222,0.169929944,0.283357245,0.250943057,0.32285989,0.420873001,0.32296840725459114,,103.1378223503995,2.9798245318233967,25.254319667196775,-35.30089839361608,20.673601039903023
2016,"NYM",162,2430,6115,218,671,649,42,0.084546197,0.212919051,0.170727239,0.28241206,0.24583257,0.316005922,0.416559809,0.31461680679032156,,98.81727623379929,-15.162569134234218,-24.26900570801011,31.80801103077829,20.63855619737129
2018,"LAA",162,2467,6108,214,721,690,89,0.084151931,0.212835625,0.17123538,0.277458093,0.241776315,0.313217448,0.413011695,0.31327126744163314,,97.76571465390792,4.005969599878881,-12.583286555195208,3.956772692501545,20.616453011635024
2014,"TBR",162,2352,6205,117,612,586,63,0.084931506,0.181144238,0.120014504,0.287430683,0.246736765,0.317104836,0.366751269,0.3048742273040122,,96.97976157203574,0.9921299605630338,-19.901212601340454,12.51029160246253,20.600341225125018
2016,"MIA",161,2460,6133,128,655,626,71,0.072884395,0.197782488,0.131061835,0.313854853,0.263205336,0.322214919,0.394267171,0.309489646909886,,94.50346032963566,2.588539645666515,-39.92165741129267,45.40525343734771,20.48683733824599
2023,"ARI",162,2406,6124,166,746,706,166,0.088177661,0.203625081,0.158204562,0.292904493,0.25,0.321663379,0.408204562,0.3169703776452052,,97.3770502693504,18.804226671345532,-1.1140496985404802,-1.5369386225938797,20.418364123382833
2012,"DET",162,2248,6119,163,726,698,59,0.083510377,0.180258212,0.15449233,0.30689574,0.267896274,0.334538878,0.422388604,0.32827053737300743,,104.71825229193385,-17.82907196134329,15.446009940985796,-27.373574486467987,20.356742242002262
2018,"ARI",162,2409,6157,176,693,658,79,0.090953386,0.237128471,0.162454213,0.286120444,0.234981684,0.309792381,0.397435897,0.30587232038390966,,88.33094694320113,5.920400430215523,-82.16186054940431,89.67740061879158,20.191322581598303
2006,"FLA",162,2354,6191,182,758,713,110,0.080277822,0.201744467,0.170665212,0.309263311,0.264267539,0.331152902,0.434932751,0.3291021388749478,,96.21515639881011,12.573305024998263,-18.208014418266295,19.966542541980743,20.16294727584724
2017,"NYM",162,2396,6169,224,735,713,58,0.085751337,0.209272167,0.184029038,0.286458333,0.250272232,0.320397847,0.43430127,0.3216870283541309,,100.5396937923953,-12.36200374141481,-8.295591129150859,-1.3593699932098389,20.14438807637573
2013,"ARI",162,2349,6334,130,685,647,62,0.081938743,0.18029681,0.132840028,0.300876995,0.25863284,0.323196943,0.391472868,0.31355383585582386,,92.88978050389161,-18.5285359127447,-69.37799920476498,64.7590601220727,20.064625516521243
2022,"ARI",162,2407,6027,173,702,658,104,0.088103534,0.222498755,0.154924314,0.272446616,0.230237338,0.304238985,0.385161652,0.302761152202208,,93.56270310112845,16.560255919583142,-28.609691351732096,13.007290681824088,20.021038875864118
2022,"BAL",162,2359,6049,171,674,639,95,0.078690692,0.229790047,0.154356235,0.283814881,0.235955056,0.305090366,0.390311291,0.30524899330552563,,100.72542355854969,3.9473339123360347,8.818935192553676,-8.948198243509978,19.979526011753478
2010,"OAK",162,2255,6117,109,663,619,156,0.086153343,0.173451038,0.121696035,0.297297297,0.256240822,0.324386629,0.377936857,0.3129427376725561,,94.71774304174723,17.775634625926614,-20.578446533972105,0.1103184949606657,19.967537716090966
2016,"DET",161,2295,6127,211,750,719,58,0.080463522,0.212665252,0.171009772,0.312345679,0.267100977,0.330932896,0.438110749,0.3299244708158186,,106.01198705933915,-15.414906586498546,28.56141844628109,-41.72224406711757,19.905258453516108
2014,"MIL",162,2327,6065,150,650,617,102,0.069744435,0.197361912,0.147015745,0.292870905,0.250091541,0.31059216,0.397107286,0.31253139598445967,,93.54181363545295,-12.122501448262483,-56.17512779340481,53.80100867617875,19.887263913821094
2006,"CIN",162,2335,6296,217,749,718,124,0.097522236,0.189326556,0.175158658,0.290057915,0.257298277,0.336010279,0.432456935,0.3318155675132104,,93.61630066671722,16.420375037938356,-36.54596247789336,31.118771359324455,19.808754433970726
2012,"BOS",162,2317,6166,165,734,695,97,0.069412909,0.194129095,0.154532476,0.30114033,0.26034975,0.315068493,0.414882226,0.3161810718043528,,94.60638241572232,2.6378188729286194,-37.07271539570008,18.079144480638206,19.782361870447783
2021,"NYM",162,2419,5856,176,636,604,54,0.084528688,0.237704918,0.152015355,0.291132332,0.238579654,0.314668498,0.390595009,0.3069070464519667,,94.47467246113547,-11.807197991165594,-53.18205408749065,54.28462819382548,19.781099043140152
2006,"SEA",162,2259,6213,172,756,703,106,0.065024947,0.156768066,0.152733686,0.299868478,0.271604938,0.325020242,0.424338624,0.3224349335502496,,94.86109374412787,4.026464031543583,-37.611562136976886,26.477296110242605,19.73308929704001
2017,"TBR",162,2345,6147,228,694,671,88,0.088661135,0.250203351,0.177802118,0.29574468,0.244614822,0.31668299,0.42241694,0.315572864362099,,98.68452745082556,8.841349499998614,-1.2627634297689188,-3.767043560743332,19.70482961057535
2006,"HOU",162,2393,6326,174,735,708,79,0.092475497,0.170091685,0.154138743,0.28561501,0.254845136,0.331726907,0.408983879,0.3215442058951595,,89.5053522721102,5.6825556603726,-82.45570378001364,74.7395613156259,19.684797844650134
2011,"KCR",162,2134,6267,129,730,705,153,0.070528163,0.160523376,0.139985896,0.311493252,0.27503526,0.328663446,0.415021156,0.3248809000747856,,100.58394166167503,0.6705933664925396,4.5139701195785715,-25.15411639586091,19.62058692918159
2015,"TBR",162,2479,6071,167,644,612,87,0.071816834,0.215779937,0.153691886,0.299876695,0.252142206,0.314441506,0.405834092,0.3130783452718808,,99.63508454443823,-13.397510391660035,-16.248111550117866,2.5033014863729477,19.59778654555805
2009,"FLA",162,2394,6312,159,772,727,75,0.089987325,0.194233206,0.147702799,0.315664931,0.267946877,0.340275552,0.415649676,0.3317814781020887,,97.48125393699442,4.482201147824526,-16.657826528457928,14.628583894355764,19.597653582304318
2013,"TEX",163,2321,6196,176,730,691,149,0.074564234,0.172207876,0.14968666,0.294023722,0.262309758,0.323252032,0.411996418,0.32272426231206436,,96.57796145092891,2.001963249174878,-22.49973067166445,4.249967705458403,19.593577050527596
2011,"LAD",161,2304,6094,117,644,613,126,0.081719724,0.178372169,0.118469463,0.298947368,0.256622516,0.321819993,0.375091979,0.30667226739706477,,95.06999215451206,10.208102432545274,-24.62750329708293,22.55799582693726,19.51272065371535
2006,"WSN",162,2430,6283,164,746,695,123,0.094540824,0.18398854,0.156141947,0.301373106,0.261510464,0.338327694,0.417652411,0.32701949334808483,,96.3617887991698,3.289554280694574,-27.34944260365137,18.782120051037055,19.463810981914573
2012,"OAK",162,2247,6183,195,713,676,122,0.088953582,0.224324761,0.165731862,0.281477758,0.237922923,0.310266406,0.403654785,0.31102035874271344,,97.4090957988067,19.430664144456387,0.26207577848686725,-23.501978110522032,19.397481086656075
2008,"BAL",161,2340,6211,172,782,750,81,0.085815488,0.159394622,0.161539845,0.295613048,0.267314265,0.333387253,0.42885411,0.33289949684437936,,98.51313772551013,-5.136063292622566,-16.96635327366084,-3.1713574714958668,19.393150045678595
2008,"MIN",163,2287,6331,111,829,791,102,0.083557099,0.154635918,0.129232406,0.316028552,0.278673993,0.34039503,0.407906399,0.3279686864076801,,99.04597554155828,12.30220409668982,4.733823522580362,-29.03943412192166,19.39116288265465
2018,"SEA",162,2373,6087,176,677,644,79,0.070642352,0.200591424,0.153818248,0.294924224,0.254307999,0.314172447,0.408126247,0.3126418936700838,,99.85630476788711,4.5324472087595495,3.262359510305484,-23.253265858627856,19.372675326840884
2006,"CHW",162,2286,6318,236,868,839,93,0.079455523,0.1671415,0.183666254,0.305291723,0.280360615,0.342046541,0.464026869,0.3455322672686235,,102.85254467811123,-8.426697023678571,14.381866081205416,-34.11832657083869,19.254791053855445
2009,"TOR",162,2202,6362,209,798,766,73,0.086136435,0.161584407,0.174157303,0.289929015,0.266151685,0.332754812,0.440308988,0.3371192200638808,,101.2462746750308,12.214440351352096,21.518620268969983,-52.56670919805765,19.14687466292613
2022,"TBR",162,2403,6008,139,666,634,95,0.08322237,0.232190412,0.138026607,0.295471987,0.2390983,0.3085,0.377124907,0.3022050885021617,,100.86073223891378,2.7191711052437313,8.538411718110755,-15.91054406389594,19.083538336758437
2015,"CLE",161,2285,6109,141,669,640,86,0.087248322,0.189392699,0.144144144,0.299212598,0.25648097,0.324533905,0.400625114,0.315405361199826,,96.69922323036523,8.058419645763934,-15.621666109517342,-4.516478388570249,19.05098313016204
2009,"CIN",162,2314,6187,158,673,637,96,0.085825117,0.182479392,0.147198828,0.282495256,0.246979128,0.317562017,0.394177956,0.3128516618279386,,83.78368389706051,5.203961199149489,-118.48910541288568,114.87687107920647,19.047139801625267
2013,"KCR",162,2236,6093,112,648,620,153,0.069259806,0.172000656,0.118579924,0.30038366,0.260046855,0.314946325,0.378626779,0.3048885347578877,,89.10026516226412,18.193857132224366,-57.426872464372565,36.969116288702935,18.996770323216133
2009,"TEX",162,2158,6127,224,784,748,149,0.077036069,0.204504651,0.184943901,0.295609756,0.259862468,0.319585934,0.444806369,0.33129659680944257,,92.44131705526196,9.134501511231065,-49.833538332436625,25.016675993450917,18.948354081290482
2023,"NYM",162,2374,6056,215,717,692,118,0.086690885,0.219782034,0.169308223,0.275226977,0.237926533,0.316260566,0.407234756,0.31499043581138136,,100.77710936103938,0.8524266632157378,6.682670601148644,-22.210860189283267,18.904620157607397
2018,"PIT",161,2293,6066,157,692,665,70,0.078140454,0.202604681,0.153662566,0.297592997,0.253534055,0.317307692,0.407196621,0.31226341768945104,,94.87254497872814,-1.4667836367152631,-39.93830594847556,37.56285328604281,18.886158630170797
2011,"PHI",162,2203,6279,153,713,693,96,0.085841694,0.163083293,0.142140168,0.282882882,0.252554221,0.322601416,0.394694389,0.315170520040896,,95.53122054774,3.4781065895222127,-29.525290485267888,15.068722262978554,18.801427284993597
2021,"CLE",162,2300,5907,203,717,686,109,0.076688674,0.234806162,0.168979745,0.282159872,0.237996999,0.303483432,0.406976744,0.3062172622601015,,95.4008740797448,15.589884368717321,-17.84115619889357,1.6997399684041739,18.780766426449446
2008,"FLA",161,2361,6206,208,770,741,76,0.087495971,0.220915243,0.178577923,0.299798285,0.25404619,0.326295273,0.432624113,0.33006444428465614,,95.81008954105522,5.675647979602218,-27.509694768495542,16.440480636898428,18.757998574984274
2023,"STL",162,2298,6204,209,719,697,101,0.091876208,0.213733075,0.166061706,0.290877367,0.249727767,0.325844512,0.415789473,0.32220912107192523,,103.51174959255808,-7.286370079033077,19.378355627580746,-41.85372547060251,18.711706188543392
2021,"CHC",162,2475,5972,210,705,672,86,0.084058941,0.267247153,0.17093856,0.296033994,0.236524689,0.311804384,0.407463249,0.31141182575132287,,93.68618768452619,-2.5697082237875293,-50.90259092411535,36.14667413942516,18.580531841579194
2014,"KCR",162,2273,6058,95,651,604,153,0.062726972,0.162594915,0.113435528,0.30164007,0.262578899,0.31352697,0.376014427,0.305630534653979,,92.16614872884018,4.832345886621624,-47.77314248972543,26.57346536871046,18.578442079104555
2009,"COL",162,2352,6241,190,804,760,106,0.105752283,0.204614645,0.179696183,0.30518667,0.260837347,0.343065693,0.44053353,0.34136335226954245,,95.52848107574466,5.336054543033242,-29.741048461271944,19.017268769675866,18.50497581490086
2021,"PHI",162,2394,6089,198,734,700,77,0.092626046,0.230251272,0.168468133,0.286164347,0.240029817,0.317715231,0.40849795,0.31315997671370066,,93.55752308529904,6.58616973948665,-43.91367565135668,23.91603766591288,18.44792405209295
2021,"NYY",162,2354,6060,222,711,666,63,0.102475247,0.244554455,0.169386606,0.285167986,0.237478897,0.322367333,0.406865503,0.31715570352446865,,102.73139942127415,-3.6204130470287055,16.418539846005118,-41.672937034629285,18.39533228625218
