Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
2012,"LAA",162,2267,6121,187,767,732,134,0.073354027,0.181833033,0.158598266,0.311199438,0.274205202,0.331631812,0.432803468,0.331307949105057,,113.49235584934453,13.511638812720776,109.7766607667174,2.5216659954749048,33.37954680654008
2021,"SFG",162,2597,6196,241,804,768,66,0.097159457,0.235797288,0.191138777,0.295250659,0.248993042,0.329002923,0.440131819,0.3294962034782411,,108.19607493589534,-8.899375743465498,55.58451886679562,65.810889900662,32.98557958514019
2018,"HOU",162,2348,6146,205,797,763,71,0.09192971,0.19476082,0.170364937,0.28930664,0.254905556,0.329196603,0.425270493,0.3265825806827842,,109.78366950507073,0.8306765293891658,72.44755702397093,35.18866538628936,32.718247438788964
2008,"BOS",162,2293,6402,173,845,807,120,0.100905966,0.166822867,0.167619729,0.315146026,0.279664045,0.357860056,0.447283774,0.35148433919009486,,109.8520548189928,-4.654267670586705,72.21775167218775,33.823428908362985,32.62877087375726
2018,"BOS",162,2345,6302,208,876,829,125,0.090288797,0.198825769,0.185132491,0.309026128,0.268362084,0.338840349,0.453494575,0.33956206818443907,,110.53073177700739,0.05893482035025954,79.2422342283105,21.89459565281868,32.59843419135785
2023,"LAD",162,2421,6333,249,906,877,105,0.101689562,0.214590241,0.197320782,0.294353826,0.257422157,0.34024043,0.454742939,0.3411892523887558,,116.29866086377274,0.2659579995088279,128.12386344930133,-18.125476019922644,32.35737169483345
2023,"TEX",162,2302,6306,233,881,845,79,0.094988899,0.224548049,0.189633601,0.309792136,0.262734584,0.337146488,0.452368185,0.3396939926510577,,114.10619352837186,-8.513595266034827,98.04595750475887,10.339384987950325,32.349675570056206
2023,"TBR",162,2353,6164,230,860,827,160,0.08338741,0.230369889,0.185084377,0.308284175,0.259843948,0.331438778,0.444928325,0.3352108218576477,,117.93957246428064,6.5257677431382035,139.0232568119186,-26.176642603240907,32.30946202141352
2014,"LAD",162,2364,6231,134,718,686,138,0.083293211,0.199967902,0.14028777,0.317783566,0.265467625,0.332524664,0.405755395,0.326682249511255,,111.73686765632623,-0.4046957567334175,81.41802618038398,24.30770031532211,32.296000405004015
2008,"PHI",162,2396,6273,214,799,762,136,0.093416228,0.178064721,0.182428753,0.282835467,0.255400254,0.332150919,0.437829007,0.3340707696976707,,97.66713888029852,23.56220535375178,4.660589021612704,116.95321617648005,32.198269418839196
2019,"MIN",162,2320,6392,307,939,906,28,0.082133917,0.208698372,0.224180041,0.300096805,0.269888346,0.337513716,0.494068387,0.3468773148839074,,116.39839465693737,-10.319355829677079,123.41622630333254,-26.413477962836623,31.928770424851553
2009,"PHI",162,2285,6338,224,820,788,119,0.092931524,0.182234143,0.188956616,0.286286522,0.257977769,0.334076078,0.446934385,0.33892016660486607,,102.95786767037782,20.02545407228172,42.45002897741507,75.94235361320898,31.728270125024803
2022,"STL",162,2355,6165,197,772,739,95,0.087104622,0.198864557,0.16794032,0.288732394,0.252183406,0.325267944,0.420123726,0.32594093016653464,,112.06568912119569,3.3313485821709037,89.74220954226548,0.9570537094259635,31.67825656623073
2022,"NYM",162,2340,6176,171,772,735,62,0.08257772,0.197053108,0.152851157,0.301809408,0.259063581,0.332087733,0.411914738,0.3257425094214777,,114.09440369357145,-8.238788489368744,92.80596879683594,-3.2020301818847656,31.60278218192701
2010,"NYY",162,2313,6379,201,859,823,103,0.103778021,0.178084339,0.169211425,0.300421151,0.266750493,0.349826662,0.435961918,0.34614328181875864,,111.93542401043797,12.080630123615265,101.495591854027,-19.776014879345894,31.511274716776978
2014,"PIT",162,2362,6224,156,682,659,104,0.083547557,0.199871465,0.145050578,0.306880843,0.259393063,0.329713081,0.404443641,0.3245477669772108,,108.30138550570636,3.82074718689546,61.57713016560914,35.69120158752776,31.34506920121574
2010,"TBR",162,2361,6270,160,802,769,172,0.107177033,0.206060606,0.156094871,0.292532146,0.246920389,0.332851405,0.40301526,0.32596928653840196,,105.57627011174408,37.61473112925887,78.54466682913723,0.38663654029369354,30.82848123465507
2016,"BOS",162,2284,6320,208,878,836,83,0.088291139,0.183544303,0.179365079,0.320128972,0.281834215,0.348439233,0.461199294,0.3464988846677835,,113.11654352631199,1.666162708774209,100.92338649679152,-13.860865379101597,30.824215100164373
2014,"LAA",162,2468,6284,155,773,729,81,0.07829408,0.201464035,0.147027601,0.305484247,0.259023354,0.322147651,0.406050955,0.3206996115133109,,109.59127223756929,1.2993621435016394,67.27020739984077,16.027050118893385,30.82037421312731
2011,"MIL",162,2292,6113,185,721,693,94,0.07868477,0.177163422,0.163943455,0.292919725,0.261061134,0.32498341,0.425004589,0.32671006805228386,,102.92429283506797,0.34632889088243246,20.613941446008713,82.93008816696238,30.746020185918418
2019,"NYY",162,2312,6245,306,943,904,55,0.09111289,0.230104083,0.222461042,0.306480764,0.26741895,0.338626884,0.489879992,0.34639193173234223,,116.77637594780856,-2.1160340970382094,131.2091785610595,-41.09187253564596,30.74239485178642
2007,"DET",162,2269,6364,177,887,857,103,0.074481458,0.165619107,0.170748654,0.322686501,0.286955011,0.344598862,0.457703665,0.34704304402254144,,108.48109750966042,7.982002839446068,75.10557631766194,19.39673340972513,30.702789191721404
2011,"ARI",162,2230,6096,172,731,702,133,0.087106299,0.204888451,0.162885077,0.293825936,0.250322818,0.322361892,0.413207895,0.321550856844807,,96.71370024771379,8.977738380432129,-14.808667665858543,116.90653164312243,30.538001122622727
2021,"TBR",162,2389,6213,222,857,810,88,0.094157411,0.24818928,0.186308335,0.294397463,0.242600326,0.321192586,0.428908661,0.3224183552548429,,108.75210540836818,10.623682166216895,77.06532672010893,11.967711920617148,30.383919007684728
2022,"HOU",162,2279,6054,214,737,715,83,0.087215064,0.194747274,0.176002958,0.277723016,0.247920133,0.319423745,0.423923091,0.32395852619856025,,112.62853789537861,-5.687614863272756,80.30872736580243,15.25652701643412,30.043627266900653
2021,"TOR",162,2383,6070,262,846,816,81,0.081713344,0.200658978,0.200328707,0.295956338,0.265704894,0.330472103,0.466033601,0.34032803116098764,,112.48102091784386,0.9426553708035499,93.18478871791704,-5.3265240816399455,29.772279046379122
2008,"CHC",161,2345,6384,184,855,811,87,0.09962406,0.185776942,0.165175375,0.320900774,0.27773801,0.354169963,0.442913385,0.34854831733195674,,103.52361506363037,6.113470271229744,33.18777943923979,60.38361017405987,29.758239554649684
2010,"MIL",162,2262,6304,182,750,710,81,0.086611675,0.192893401,0.161434177,0.303794485,0.262397431,0.334716017,0.423831608,0.3340219773355732,,104.32099889747677,0.5629984010010958,32.430023169006205,61.609759396873415,29.743083884651806
2007,"BOS",162,2278,6426,166,867,829,96,0.107220666,0.16215375,0.164609053,0.314543404,0.279298622,0.361788617,0.443907675,0.35169389927586486,,109.43927216610518,-5.000523943454027,70.67947414974421,11.792356798425317,29.738415318987528
2017,"LAD",162,2464,6191,221,770,730,77,0.104829591,0.222904215,0.187684912,0.292847854,0.249075443,0.334469881,0.436760355,0.3296335840505804,,104.41550303454358,-1.0288848665186379,33.822639353950166,51.803187076643894,29.70259437447457
2018,"OAK",162,2403,6255,227,813,778,35,0.087929656,0.220783373,0.186951066,0.293897882,0.252195734,0.325332053,0.4391468,0.3294486270978619,,111.91826561649522,-8.00091909430921,80.98014491357426,-8.464531121775508,29.486712415531645
2015,"SFG",162,2342,6153,136,696,663,93,0.074272712,0.188363399,0.139083558,0.313443231,0.267026055,0.326129666,0.406109613,0.3182644197994959,,103.71552450734235,-0.3548664490226656,25.545333690622325,62.02231680229306,29.469178752376777
2008,"TBR",162,2299,6312,180,774,735,142,0.099176172,0.193916349,0.162064609,0.301503938,0.260422306,0.339907746,0.422486915,0.33500050127906544,,104.9287895591486,5.598962852731347,43.80265552352405,32.798043221235275,29.384040851194207
2011,"CIN",162,2358,6329,183,735,697,97,0.084531521,0.197503555,0.151639345,0.297463853,0.256236635,0.32576,0.40787598,0.32172041920817024,,99.34297439788944,8.687387923710048,3.62529010136096,79.84728971123695,29.32224784678472
2008,"NYM",162,2405,6388,172,799,751,138,0.096900438,0.160300563,0.154477346,0.295806234,0.265965037,0.34040868,0.420442383,0.33207984383730355,,100.14531249381378,12.73477317020297,13.391978415394258,75.26396602764726,29.281069237229524
2011,"STL",162,2403,6242,162,762,726,57,0.086831143,0.156680551,0.151482285,0.304828519,0.273499638,0.340857421,0.424981923,0.3343086279354058,,112.33627148986066,-16.472993636969477,72.2599629013978,12.620937377214432,29.189524271088
2017,"NYY",162,2294,6354,241,858,821,90,0.096946805,0.218130311,0.185019664,0.303753417,0.26153021,0.338546603,0.446549874,0.3355148511648783,,109.11565058496917,7.6454423228569794,78.93185114815391,4.446000898722559,29.18413004252727
2015,"LAD",162,2379,6090,187,667,638,59,0.092446633,0.206568144,0.162674095,0.291939546,0.249953574,0.326101358,0.412627669,0.3217682432806867,,106.17699467986567,-15.298113517928869,28.160779349235284,57.33344548009336,29.042535327872006
2009,"LAA",162,2246,6305,173,883,841,148,0.086756542,0.167168913,0.156172181,0.32178997,0.285307719,0.350047908,0.4414799,0.34576192064805744,,108.49508696192508,8.649291722103953,75.4653774094428,-5.709448942914605,29.033667137977567
2021,"LAD",162,2459,6239,237,830,799,65,0.098252925,0.225677191,0.184756658,0.284265279,0.244260789,0.329788947,0.429017447,0.3267945547463963,,105.26683214634971,2.808016162904096,44.07315886168391,36.22417502198368,29.00889416785198
2012,"SFG",162,2384,6200,103,718,675,118,0.077903225,0.176935483,0.127743792,0.315003394,0.268981648,0.327352797,0.39672544,0.31437951624050736,,101.29560996491276,12.964223362505436,22.395661930713253,65.41661959886551,28.95810422728694
2022,"ATL",162,2259,6082,243,789,753,87,0.077277211,0.246300559,0.190415683,0.302576235,0.253040479,0.317382009,0.443456162,0.3301787053332489,,111.21758378903448,0.46180339786224067,79.72874026463253,-13.814305630978197,28.77766280253307
2013,"TBR",163,2423,6242,165,700,670,73,0.094360781,0.187600128,0.151137594,0.295043457,0.256590827,0.329044708,0.407728421,0.32376026865429075,,106.76029911517277,2.472304317401722,50.07838080277221,14.019291339092888,28.642678303759798
2018,"NYY",162,2269,6271,267,851,821,63,0.099665125,0.226598628,0.202357208,0.284868759,0.249138712,0.329180642,0.45149592,0.33525504800371636,,111.812192886794,1.9488986772485077,90.09457347727593,-26.655893489718437,28.608670235914687
2019,"WSN",162,2327,6267,231,873,824,116,0.093186532,0.208712302,0.189586357,0.306102117,0.264876632,0.341694806,0.454462989,0.3356960401194326,,103.78572553254342,8.652306586969644,39.62574065593526,54.47288774047047,28.557059004176992
2012,"STL",162,2391,6326,159,765,732,91,0.084255453,0.188428706,0.149590893,0.316435185,0.271433653,0.337541953,0.421024546,0.32918292536362476,,106.39114884830907,-1.6312849149107933,46.4815684051783,31.70817233878188,28.35142969713008
2017,"CLE",162,2367,6234,212,818,780,88,0.096888033,0.18495348,0.186354563,0.295156287,0.262928688,0.338647342,0.449283251,0.33593133220201943,,104.93784553322567,8.709234557347372,46.474241227998284,31.955522626638412,28.297220689617962
2018,"MIL",163,2496,6210,218,754,711,124,0.086473429,0.234782608,0.172140022,0.302022011,0.252255503,0.322596309,0.424395525,0.3221590585868443,,99.94770609853916,3.0495134500743006,2.5622562221420706,80.6729863811197,28.15300678756009
2017,"MIN",162,2324,6261,206,815,781,95,0.094713304,0.214342756,0.173834803,0.305830039,0.259852438,0.334081796,0.433687241,0.32887000857314963,,103.30560115728952,8.390624750871211,33.73906113407596,42.17084873095155,28.135179101110673
2006,"NYM",162,2279,6291,200,834,800,146,0.08694961,0.170243204,0.180820439,0.292801107,0.264303706,0.334406179,0.445124145,0.33365277334299154,,99.24165822864617,20.542979108868167,13.82920821140048,66.36996974050999,28.053872943586406
2009,"LAD",162,2352,6385,145,780,739,116,0.095066562,0.167267032,0.141452074,0.308840153,0.270207439,0.345861084,0.411659513,0.33154297206030614,,101.95931318450545,4.001473220065236,18.705314312687925,60.83647498488426,27.988425843638694
2013,"DET",162,2274,6388,176,796,767,35,0.083124608,0.167971195,0.151002616,0.319655857,0.283347863,0.345972309,0.434350479,0.34117796473521234,,114.16485873495927,-18.986072272993624,83.72264567880674,-31.886204961221665,27.827251899277314
2012,"MIL",162,2415,6224,202,776,741,158,0.074871465,0.199228791,0.177073961,0.29879518,0.259492531,0.324983734,0.436566492,0.32940894631498596,,102.3844411219776,12.086292877793312,29.477106036267717,46.64838884037454,27.81010452895605
2007,"NYM",162,2335,6344,177,804,761,200,0.086538461,0.1546343,0.156824264,0.303218645,0.275289919,0.342483242,0.432114183,0.33637350729418275,,100.41666431332472,14.169521622359753,17.41090519335831,57.52487320173532,27.747360799198844
2010,"MIN",162,2290,6257,142,781,749,68,0.089339939,0.154546907,0.148347701,0.305629432,0.273168103,0.34073002,0.421515804,0.334638792863354,,106.20776577704376,-15.798136273398995,29.552522880791635,18.260933807119727,27.55439595335527
2019,"BOS",162,2455,6475,245,901,857,68,0.091119691,0.213436293,0.196533795,0.312634344,0.26932409,0.339841933,0.465857885,0.33796248854702093,,105.95808475215276,-10.505799567094073,38.19499949251164,10.66057316889055,27.544589285236743
2011,"TBR",162,2284,6152,172,707,674,155,0.092815344,0.193920676,0.158756438,0.280565026,0.243561442,0.321831561,0.40231788,0.3192962352908966,,103.47998858111895,10.392450550105423,35.133753868189785,22.645099371671677,27.515630326160817
2014,"BAL",162,2294,6130,211,705,681,44,0.065415986,0.209624796,0.166011437,0.295696324,0.256254467,0.31123872,0.422265904,0.32265962355214695,,104.26423748640961,-6.233047553803772,21.88281420693278,34.15989957563579,27.299474819244214
2023,"HOU",162,2282,6253,222,827,799,107,0.08795778,0.198464736,0.177833663,0.294160231,0.258846775,0.331192807,0.436680438,0.3316407474639411,,111.80440481008158,-9.419103912077844,78.89417698700305,-20.008258789777756,27.232650454469344
2007,"ATL",162,2398,6374,176,810,781,64,0.083777847,0.18026357,0.159957814,0.314214463,0.274564949,0.339452445,0.434522763,0.3369703578048637,,99.2566727863627,-6.159941930323839,-12.519777313077974,80.44452427327633,27.160020751832104
2012,"ATL",162,2264,6126,149,700,660,101,0.092556317,0.210414626,0.141935483,0.295561616,0.24718894,0.319828722,0.389124423,0.3098456976921379,,92.32628011008825,7.189416356384754,-48.88992158760496,121.45643060654402,27.124915114954092
2013,"SFG",162,2396,6168,107,629,596,67,0.076037613,0.174773022,0.120857349,0.303696983,0.260446685,0.320222877,0.381304034,0.308591754099828,,100.38170821476757,-4.080125470645726,-1.708406660662206,66.73009231500328,27.043080629031518
2017,"CHC",162,2420,6283,223,822,785,62,0.098997294,0.222982651,0.18213246,0.30199795,0.255094614,0.337933247,0.437227074,0.33100985863248134,,101.47155276422131,-3.1693891832837835,8.43528875316711,45.90214925073087,26.90332750183032
2023,"SDP",162,2329,6180,205,752,719,137,0.10566343,0.212135922,0.169598223,0.282769152,0.243658581,0.329163281,0.413256804,0.32321767908759025,,107.043178920314,5.43724515195936,59.27680417740108,-6.187998798675835,26.16574347449702
2006,"SDP",162,2396,6287,161,731,698,123,0.089708923,0.175600445,0.153694404,0.299219825,0.262733142,0.332262726,0.416427546,0.3247249516319959,,98.77708419757958,5.176025576656684,-5.027530271458964,65.13811272542807,26.102799751812718
2015,"HOU",162,2333,6073,230,729,691,121,0.080026346,0.229211262,0.186847408,0.292010309,0.249679428,0.315188616,0.436526836,0.3246133725277335,,108.35315979285862,8.13402571179904,66.74494120016607,-19.60997065459378,26.066639612772352
2018,"TBR",162,2371,6195,150,716,664,128,0.08716707,0.224051654,0.147945206,0.317281163,0.258447488,0.333441453,0.406392694,0.3222309436463092,,106.63011817684666,8.519442670338321,57.447862064120095,-16.51489499863237,26.024373813864255
2010,"SFG",162,2354,6143,162,697,660,55,0.079277226,0.178902816,0.151239068,0.292642924,0.257106413,0.32113419,0.408345481,0.3197240664620735,,98.2339807789425,-18.339004127308726,-31.57528721057217,94.6299013053067,26.01916078073571
2014,"WSN",162,2265,6216,152,686,635,101,0.083172458,0.209781209,0.139841213,0.303125757,0.253157704,0.320987654,0.392998917,0.3167026943379871,,99.02080858076994,15.26070058485493,8.428310074720477,39.73581073433161,25.93233469705249
2013,"LAD",162,2336,6145,138,649,618,78,0.07746135,0.186493083,0.132762702,0.307638072,0.263522127,0.326086956,0.396284829,0.3170473894927362,,103.35707228692306,-7.9731254547368735,14.71377917612456,40.5044653210789,25.910177126308717
2019,"ATL",162,2411,6302,249,855,824,89,0.098222786,0.232783243,0.194604317,0.304975509,0.257553956,0.336467963,0.452158273,0.33207237122053135,,100.97999062395672,9.28024969669059,16.61514374059882,48.77884878497571,25.87748002099977
2006,"PHI",162,2410,6509,216,865,823,92,0.096174527,0.184821017,0.180059786,0.301948051,0.266924564,0.347024178,0.44698435,0.3414959596392692,,99.69549056094218,18.483561826171353,15.530535236260533,34.56611093133688,25.853580516343182
2013,"OAK",162,2313,6209,186,767,725,74,0.092285392,0.189724593,0.164644086,0.289348549,0.25412063,0.32659987,0.418764716,0.3268081296049633,,108.04111507847502,9.99293521605432,66.14826285875893,-27.375746246427298,25.794101495554383
2023,"TOR",162,2403,6220,188,746,705,99,0.088424437,0.20948553,0.160733549,0.300999268,0.255843221,0.3286657,0.41657677,0.32397465338378517,,106.9784153120944,-10.404708593327086,41.58344847150538,3.225942224264145,25.716239898276264
2014,"SFG",162,2353,6087,132,665,636,56,0.070149498,0.204534253,0.13344197,0.303933253,0.254752851,0.310658722,0.388194821,0.3081093487493402,,99.24371581436759,0.5068733082152903,-5.124150392906696,55.1268425937742,25.705471900152247
2013,"ATL",162,2293,6133,181,688,656,64,0.088374368,0.225664438,0.152913067,0.299923293,0.248851314,0.321258027,0.401764381,0.3181445968848142,,101.51828920444427,-5.711381184402853,3.788746544024672,49.61901595594827,25.67578649994456
2018,"CHC",163,2490,6369,167,761,722,66,0.090438059,0.217930601,0.152027027,0.312515188,0.258357041,0.333175205,0.410384068,0.32064877305907985,,100.18468091471895,-3.9546065545873716,-2.8012057623698574,56.01499637460802,25.56406602651975
2018,"CLE",162,2413,6300,216,818,786,135,0.087936507,0.188730158,0.175692582,0.290741615,0.258623771,0.331739199,0.434316353,0.33030036303347987,,105.5421767289264,6.938057002733331,48.274983094565485,-15.743491902947426,25.529205481394055
2013,"STL",162,2341,6202,125,783,745,45,0.077555627,0.178974524,0.132625518,0.313559322,0.268850098,0.331760494,0.401475616,0.3222044987583285,,104.43313738347884,-9.088830802123994,20.98972358720511,28.646787638776004,25.49270529500241
2017,"MIA",162,2399,6248,194,778,743,91,0.077784891,0.205185659,0.163334524,0.312694984,0.26722599,0.330858618,0.430560514,0.32459742125552743,,101.05189181765422,1.1532949564279988,8.764955758729823,32.54185008443892,25.486695867254625
2023,"SEA",162,2391,6201,210,758,728,118,0.088372843,0.258506692,0.170363636,0.301288936,0.242181818,0.321336346,0.412545454,0.31927006825472076,,106.66412748879259,-5.1895075818756595,44.32562628149655,-1.309338797815144,25.47253029635781
2006,"TOR",162,2329,6241,199,809,778,65,0.082358596,0.145169043,0.178520372,0.306405458,0.284310221,0.348273092,0.462830593,0.3485991613476901,,107.31379101158852,-15.04193934914656,43.5759927101079,3.415220223367214,25.43483018996367
2015,"CHC",162,2406,6200,171,689,657,95,0.091451612,0.244838709,0.153888181,0.304925723,0.24421781,0.321388033,0.398105991,0.31332522291763154,,95.73584035717559,15.125580302905291,-15.767131735128086,63.619970148429275,25.40786398785233
2016,"STL",162,2400,6223,225,779,745,35,0.084525148,0.211794954,0.187274694,0.294364804,0.255227108,0.325303152,0.442501802,0.32891388538307004,,104.73172115576465,-10.939596579410136,25.04196853295268,24.72255301848054,25.307726048427746
2013,"BAL",162,2246,6144,212,745,719,79,0.067708333,0.183105468,0.171174378,0.288354898,0.259786476,0.312571521,0.430960854,0.3233276248233057,,100.52402272920325,13.753646163269877,16.366629930897385,19.933850696776062,25.301041641966147
2019,"OAK",162,2363,6269,257,845,800,49,0.092199712,0.213431169,0.199424564,0.281609195,0.248876101,0.327211753,0.448300665,0.3274366868410805,,107.13064996209398,-3.1887048287317157,53.780356782389305,-21.554789936169982,25.203997502568892
2007,"MIL",162,2330,6238,231,801,774,96,0.080314203,0.182269958,0.193914296,0.289156626,0.261973352,0.328909032,0.455887648,0.3374396348533462,,100.07351266934567,7.44507472962141,7.6788454852983525,44.10501573141664,25.147231530043417
2019,"TBR",162,2459,6285,217,769,730,94,0.086237072,0.237549721,0.177683013,0.306174089,0.25355366,0.32531464,0.431236673,0.3206100021666834,,104.03657635314103,-1.2105779921839712,31.01744472044269,-0.27625151304528117,25.116161528108876
2017,"STL",162,2416,6219,196,761,728,81,0.09535295,0.216755105,0.169652651,0.303778337,0.256307129,0.333765392,0.42595978,0.32564603026368627,,100.82408793295913,2.690242156968452,9.004122940111463,28.574899880215526,25.016469116975685
2018,"ATL",162,2377,6251,175,759,717,90,0.08174692,0.206366981,0.160695091,0.302403846,0.256718022,0.324089003,0.417413113,0.3188996842322766,,95.9970970186761,12.373956997202185,-18.742302850457918,70.11279254069086,25.002174621240925
2021,"STL",162,2384,6001,198,706,678,89,0.079653391,0.223462756,0.16800598,0.28656639,0.243505886,0.313307601,0.411511866,0.3119676647730133,,95.2287172188717,10.637385884765536,-26.219854423028238,74.51498963311315,25.000410755859942
2016,"HOU",162,2334,6204,198,724,689,102,0.089297227,0.234042553,0.17006312,0.297758532,0.246528403,0.318601262,0.416591523,0.31674882118840814,,101.14805457021262,8.712077840231359,16.945908730723836,16.063525286037475,24.894025285950452
2023,"MIN",162,2427,6219,233,778,745,86,0.095513748,0.265959157,0.184186555,0.303522289,0.243395882,0.325761237,0.427582437,0.32666124916861894,,108.74734646552764,-5.273077256977558,59.90924283035052,-24.167275100946426,24.808640398026128
2010,"BOS",162,2327,6356,211,818,782,68,0.092353681,0.179358086,0.183315622,0.299470168,0.267623095,0.339076825,0.450938717,0.3448470352884882,,109.00304322904682,-7.175118861719966,59.733102167176554,-43.175098763778806,24.670503742611462
2010,"STL",162,2347,6241,150,736,689,79,0.086684826,0.164556962,0.139119451,0.296481271,0.262721039,0.331605378,0.40184049,0.32170830706869413,,98.9094882443268,1.8369331806898117,-6.845815476562761,53.77324004564434,24.65742432669596
2015,"NYM",162,2325,6145,177,683,654,51,0.079414157,0.209926769,0.155599782,0.28690127,0.244436403,0.311856091,0.400036185,0.30918689298606206,,98.20571956881379,6.199430555105209,-6.852996985433933,48.69554045423865,24.589582965736717
2008,"MIL",162,2227,6252,198,750,722,108,0.087971849,0.192418426,0.178500452,0.287287526,0.252574525,0.325480071,0.431074977,0.32949024450482534,,97.40446430093405,8.866351291537285,-11.71477389873544,57.230643981776666,24.545617603962278
2019,"CHC",162,2429,6195,256,814,783,45,0.09378531,0.23567393,0.199597143,0.296511627,0.252334737,0.33127839,0.45193188,0.3296439255495247,,100.37932527038112,-5.225946192749689,-2.4237378393645805,57.08445566892624,24.50345423506691
2009,"MIL",162,2321,6296,182,785,757,68,0.096886912,0.195520965,0.163520871,0.305260617,0.26261343,0.341134979,0.426134301,0.3358671699834324,,102.61868096241919,-9.622638761997223,10.203950924595574,36.435255479067564,24.417092108912225
2018,"WSN",162,2441,6288,191,771,737,119,0.100349872,0.204993638,0.164400943,0.297032131,0.254123617,0.334880742,0.41852456,0.32529094819586646,,100.84287803227822,7.140078142489074,13.215863231940526,31.076338870450854,24.39022945567536
2014,"DET",162,2330,6202,155,757,731,106,0.071428571,0.184456626,0.14955595,0.319216757,0.276554174,0.330851408,0.426110124,0.331212528459746,,111.81751358663305,-7.266071198973805,73.03960417747768,-45.84433085843921,24.38369124911105
2008,"ATL",162,2407,6368,130,753,721,58,0.097047738,0.160646984,0.137758744,0.308584169,0.270164168,0.345188948,0.407922912,0.3316256175511772,,99.23478577455987,-5.785189492627978,-12.529979312336327,52.44479290803429,24.358544839532385
2006,"NYY",162,2430,6455,210,930,902,139,0.100542215,0.163129357,0.176782871,0.315077755,0.284551406,0.362716087,0.461334277,0.3556924204947471,,113.42824999945822,7.441561713814735,118.87509522560569,-91.89708133786917,24.220634599047187
2008,"CLE",162,2199,6299,171,805,772,77,0.088903,0.192570249,0.161645319,0.305133079,0.262493234,0.338609112,0.424138553,0.33434779918284024,,103.12353456238081,0.7297316305339336,24.631882158075914,0.48210979253053665,24.207051881993785
2023,"CHC",162,2328,6220,196,819,786,140,0.091639871,0.22363344,0.166606104,0.303099017,0.254178779,0.329840399,0.420784883,0.32576967958717074,,104.42705864411516,7.740868187509477,41.83699557942366,-10.740560583770275,24.107805622380404
2019,"CLE",162,2321,6124,223,769,731,103,0.091933376,0.217504898,0.182672811,0.288815117,0.249585253,0.323307034,0.432258064,0.318972174094225,,97.4137517553137,5.250225282587053,-15.29710087596673,41.12400331906974,24.07194392866409
2023,"BAL",162,2441,6123,183,807,780,114,0.08361914,0.223746529,0.16633303,0.304838305,0.254595086,0.320708312,0.420928116,0.32045679063021204,,105.41289838821474,16.10484274313785,55.8173276989854,-24.53512540180236,24.035979840945597
2015,"PIT",162,2431,6285,140,697,661,98,0.073349244,0.210342084,0.136032677,0.314014251,0.259634167,0.323368691,0.395666844,0.3127321805901478,,97.18872563390381,3.5005297341849655,-17.452614220552338,49.57913429569453,24.017336663641107
2010,"TOR",162,2206,6072,257,755,732,58,0.077569169,0.191699604,0.20600546,0.269474196,0.248225659,0.312138728,0.454231119,0.3335041137872446,,105.28335186476815,-12.340620018541813,25.07706374877305,-5.223868776112795,23.986633446936498
2012,"TBR",162,2406,6105,175,697,665,134,0.093529893,0.216707616,0.154686921,0.283612379,0.23953316,0.316691382,0.394220081,0.31124832581629447,,99.98370157326622,-0.6898888349533081,-0.9995406211369571,24.122441677376628,23.979713043845734
2008,"TEX",162,2281,6478,194,901,867,81,0.091849336,0.186322939,0.179469273,0.325268203,0.282646648,0.353571428,0.462115921,0.3545280826619142,,112.18029559568508,11.086092075333,108.09881331554242,-91.46211260557175,23.978793489519585
2009,"BOS",162,2317,6344,212,872,822,126,0.103877679,0.176544766,0.184196284,0.301032379,0.269709543,0.351731772,0.453905827,0.3510419511058997,,106.20381298117161,-7.737909199669957,40.69864558088472,-23.841484165284783,23.87717981954997
2022,"MIL",162,2363,6122,219,725,703,96,0.094250245,0.239137536,0.173896991,0.278971095,0.234631714,0.315496645,0.408528705,0.31685264050627554,,103.2804547505032,1.6395860236971203,24.972754393675334,-7.322214839980006,23.853877880475395
2010,"DET",162,2274,6312,152,751,717,69,0.086501901,0.181717363,0.146730463,0.310832383,0.268474215,0.335193749,0.415204678,0.32971118619790357,,101.97916412582407,9.735590256750584,23.909445542185527,-13.767218412249349,23.846246312165412
2021,"OAK",162,2353,6104,199,743,698,88,0.089285714,0.221002621,0.167933271,0.278490759,0.237998146,0.31657631,0.405931417,0.31308087701656084,,102.49617056463906,0.877137374249287,19.443149731726308,7.476216875948012,23.779025568698295
2022,"CLE",162,2338,6163,127,698,662,119,0.073016388,0.182054194,0.128823317,0.294198578,0.253688377,0.3160723,0.382511694,0.30564078150178253,,100.98224920837181,23.23730485891747,29.747125849906624,2.2232759883627295,23.726665479944074
2016,"TOR",162,2349,6233,221,759,728,54,0.101395796,0.218514359,0.177952181,0.288871951,0.247855448,0.329519819,0.425807629,0.32664125544381645,,104.17555187052736,-8.863960519665852,22.018449687221132,-1.4477208304451779,23.72254054319287
2012,"WSN",162,2338,6221,194,731,688,105,0.076997267,0.212988265,0.166162066,0.308325266,0.261442564,0.322152001,0.42760463,0.3240501059039299,,101.21945687731005,-4.134481526911259,4.668396334337945,32.356158363982104,23.703751355320925
