,...1,Rk,Team,W,L,WL,R,RA,Rdiff,Home,Road,tYear,Attendance,Attend/G,BatAge,PAge,#A-S,#a-tA-S,Est. Payroll,Time,Season,TeamAbb,TG,HR,RTotal,SB,K.,ISO,AVG,OBP,wOBA,wRC.,WAR,city.x,Population
10,10,11,Minnesota Twins,0.5043372419579211,-0.5032650281781744,0.537,0.6501368473125467,-0.7319010292061622,0.989922914789419,47-34,40-41,Minnesota Twins2023,-0.5704666455542742,-0.5714220634795341,-0.017269857475884904,0.40248854674051965,2,-1.263382268913454,"$137,798,640",-2.0907755379499884,2023,MIN,162,1.5153331616319474,0.6572718777432383,-0.1960838012857318,2.29641245950058,1.3402895276542575,-0.9028679102770436,0.22784184226171675,0.5254688205909842,1.3516825602523013,0.7411666645752458,Minneapolis,-0.5426622345668598
11,11,12,Arizona Diamondbacks,0.25274416070731165,-0.251055564335198,0.519,0.23901497238458766,0.4055378480771567,-0.13794234417199666,43-38,41-40,Arizona Diamondbacks2023,-0.5885485302020379,-0.5895581353905177,-0.9143430096955264,-0.021621285568707106,4,-1.263382268913454,"$115,247,571",-1.9786401373448255,2023,ARI,162,-0.23342343713746858,0.2506040593874873,2.4329727522659788,0.06041628780383772,0.09846571468438649,-0.38493488793750497,-0.06880455943237528,-0.13404748991108006,0.0639373443709232,0.18124517495024292,Phoenix,-0.15838495941415873
12,12,13,Miami Marlins,0.25274416070731165,-0.251055564335198,0.519,-0.7887897149353092,0.026391555649383742,-0.5608918162825276,46-35,38-43,Miami Marlins2023,-1.7039795047842203,-1.7067401651071101,0.7166990852492742,-0.7850189837253141,2,0.6112123694992773,"$114,351,500",-2.5393171403706396,2023,MIA,162,-0.23342343713746858,-0.7660654865018901,-0.1960838012857318,0.39576174897177624,-0.48974459157017086,0.3105819130079951,-0.45158086334788333,-0.46051245591464696,-0.3230745823364877,-1.0029952224301057,Miami,0.1860627660846144
13,13,14,Chicago Cubs,0.16887980029044186,-0.16698574305420583,0.512,1.2668196597044845,0.026391555649383742,0.848939757419242,45-36,38-43,Chicago Cubs2023,0.5486835360231445,0.5495005310686988,-0.09882196222312609,0.9114203455115929,3,-0.7277838007955307,"$162,918,250",-1.9786401373448255,2023,CHC,162,0.5496019055951057,1.1783150200115442,1.5785293723616727,0.778139513955999,0.5000220895655023,-0.05721093794766404,0.5231348292874499,0.46479268021581016,0.8623874814551928,0.6517844874610215,Chicago,0.7806133620359851
14,14,15,San Diego Padres,0.08501543987357207,-0.08291592177321369,0.506,0.23901497238458766,-0.9214741754200478,0.848939757419242,44-37,38-43,San Diego Padres2023,1.2422346060720673,1.2442254357088158,-0.09882196222312609,1.84446197659189,2,0.6112123694992773,"$236,200,139",-1.642233935529337,2023,SDP,162,0.784509508414878,0.32685427532919065,1.4799397516034836,0.3657101032430793,0.6430320821184055,-0.8822655395992972,0.47411785060680456,0.291115219956782,1.15867671717256,0.9142471562383812,SanDiego,-0.46945596732584144
15,15,16,Cincinnati Reds,0.08501543987357207,-0.08291592177321369,0.506,0.6501368473125467,1.163830432932701,-0.2789255015421736,38-43,44-37,Cincinnati Reds2023,-0.48080050485545006,-0.481648507520165,-1.4036556381789649,-0.7001970172634705,1,-2.602378439208262,"$77,877,833",-1.530098534924174,2023,CIN,162,0.6018035951106107,0.7208137243613244,3.2216897183314916,1.4416596461335887,0.6724045067624247,-0.4384167910551185,0.3110464403138638,0.38787558828622204,0.09198691482458543,-0.6002533306958195,Cincinnati,-0.8130136470222922
16,16,17,New York Yankees,0.08501543987357207,-0.08291592177321369,0.506,-0.5832287774713287,-0.3527547367783892,-0.2789255015421736,42-39,40-41,New York Yankees2023,1.2386886453831456,1.2405982213266191,-0.017269857475884904,0.4873105132023662,2,-0.19218533267760754,"$259,417,008",-2.0907755379499884,2023,NYY,162,1.1499213350234128,-0.6771069012365696,0.2640010955858175,1.3260709381539053,0.6899805579159553,-2.208190383074083,-1.3687364005756275,-0.9835204532567559,-0.2905207436017925,-0.5176617772212283,NewYork,3.005727867842013
17,17,18,San Francisco Giants,-0.16657764137703732,0.16929354206976277,0.488,-0.5832287774713287,-0.1631815905645019,-0.4199086589123506,45-36,34-47,San Francisco Giants2023,0.16447352593224362,0.16467575520751457,-0.017269857475884904,1.2507082113589731,2,-0.4599845667365691,"$177,920,416",-2.427181739765477,2023,SFG,162,-0.02461667907544877,-0.6643985319129523,-1.149116801948227,1.5370791795598313,-0.3625608070538109,-1.573204157945383,-0.7649111267566686,-1.0046333586540985,-0.44815239336748786,-0.6096208593234238,SanFrancisco,-0.467453364270616
18,18,19,Detroit Tigers,-0.25044200179390713,0.25336336335075493,0.481,-0.7887897149353092,0.21596470186326938,-0.7018749736527045,37-44,41-40,Detroit Tigers2023,-1.0751834331632493,-1.076965067998203,-0.9143430096955264,-0.7001970172634705,1,-2.0667799710903387,"$119,236,836",-2.5393171403706396,2023,DET,162,-0.2595242818952211,-0.8296073331199761,-0.22894700820512817,1.4466452364216271,-0.5004583957071943,-1.4944634326347128,-1.2885618558917815,-1.2998507623640354,-0.9315571496808618,-1.0241039760345854,Detroit,-0.42450865430855966
19,19,20,Boston Red Sox,-0.25044200179390713,0.25336336335075493,0.481,0.6501368473125467,0.5951109942910423,0.0030408131981802936,39-42,39-42,Boston Red Sox2023,0.4047507841665556,0.4053187593763788,0.06428224727135629,1.2507082113589731,1,-1.5311815029724156,"$181,282,500",-1.7543693361344999,2023,BOS,162,0.18419007898657105,0.581021661801535,0.6583595786185741,0.7275174746491275,0.4685437449089851,0.27072821234799677,0.10156816683463706,0.3233471084201292,0.2723323500463664,-0.7560139432674592,Boston,-0.2413817304807236
20,20,21,Cleveland Guardians,-0.4181707226276467,0.42150300591273926,0.469,-0.7887897149353092,-0.3527547367783892,-0.2789255015421736,42-39,34-47,Cleveland Guardians2023,-0.7661455542412776,-0.767404990567601,-1.485207742926206,-2.0573484806529945,2,-0.9955830348544924,"$70,114,729",-2.427181739765477,2023,CLE,162,-1.3296589169630726,-0.816898963796359,1.940024648475033,-0.5238935954179397,-1.1862122155357795,-0.3742656896849727,-0.6838014402945872,-1.1858252138996577,-0.5119747996580569,-0.48154890116071103,Cleveland,-0.8154612729786788
21,21,22,Pittsburgh Pirates,-0.4181707226276467,0.42150300591273926,0.469,-0.3776678400073501,0.7846841405049296,-0.8428581310228813,39-42,37-44,Pittsburgh Pirates2023,-1.0503868569981658,-1.0521413195700442,-0.9958951144427647,-0.7850189837253141,2,-2.0667799710903387,"$72,407,500",-2.315046339160314,2023,PIT,162,-0.41612935044173593,-0.43564788408784244,0.822675613215556,1.3807797438683707,-0.16017367779666586,-1.2336044292711212,-0.5851391325203004,-0.716082766427451,-0.731898208937371,-0.6731636604604319,Pittsburgh,-0.8292569829146762
22,22,23,New York Mets,-0.5020350830445165,0.5055728271937314,0.463,-0.17210690254336963,0.026391555649383742,-0.13794234417199666,43-38,32-49,New York Mets2023,0.26702695638465856,0.26737126240345943,0.30893856151307403,2.8623255741340334,2,0.07561390138135407,"$208,427,344",-1.7543693361344999,2023,NYM,162,1.0455179559924028,-0.11793865099741198,0.8555388201349524,0.6399850786251557,0.6291713707495261,-1.3318058029373114,-0.45991743730078416,-0.2687932586582351,0.4490117306044038,-0.011812783867322822,NewYork,3.005727867842013
23,23,24,Los Angeles Angels,-0.6697638038782561,0.6737124697557157,0.451,0.23901497238458766,1.163830432932701,-0.8428581310228813,38-43,35-46,Los Angeles Angels2023,0.3606637906524013,0.3612254345427998,0.06428224727135629,-0.44573111787793385,3,0.07561390138135407,"$218,537,055",-1.8665047367396626,2023,LAA,162,1.4631314721164423,0.16164547412216682,-0.6561686981572812,1.6524299899470223,1.1835542285438811,-0.7599898081055269,-0.4163531358273103,0.07041530950993531,0.496405772784284,-0.39553508143493094,LosAngeles,1.5809870497744132
24,24,25,St. Louis Cardinals,-0.8374925247119956,0.8418521123177,0.438,-0.17210690254336963,1.163830432932701,-0.9838412883930583,35-46,36-45,St. Louis Cardinals2023,1.1996732977715863,1.2014923162685607,-0.8327909049482852,0.9962423119734365,1,-1.5311815029724156,"$174,086,450",-1.9786401373448255,2023,STL,162,0.8889128874458879,-0.09252191235017755,0.2968643025052139,0.42300184834914206,0.4740022842282761,-0.4062849698819168,0.23387016952466094,0.2224773828116304,0.7587239680463093,-0.03641640108195097,StLouis,-0.7117709370081179
25,25,26,Washington Nationals,-0.8374925247119956,0.8418521123177,0.438,-0.3776678400073501,1.3534035791465882,-1.2658076031334122,34-47,37-44,Washington Nationals2023,-0.7217665568721254,-0.7229716143856911,-1.4036556381789649,-0.44573111787793385,1,-2.602378439208262,"$99,211,578",-2.202910938555151,2023,WSN,162,-0.6249361085037557,-0.3339809294989047,1.1513076824095199,-0.4704806715530528,-0.6771136400591353,-0.09378526514263219,-0.6373441932502989,-0.6737748337326411,-0.5522489710493718,-1.0974854535923786,Washington,0.01361639188464722
26,26,27,Chicago White Sox,-1.6761361288806935,1.6825503251276215,0.377,-0.9943506523992879,1.3534035791465882,-1.688757075243943,31-50,30-51,Chicago White Sox2023,-0.9958925107764554,-0.997506402938206,-0.5065824859593262,0.5721324796642098,1,-0.9955830348544924,"$140,725,951",-2.202910938555151,2023,CHW,162,-0.1029192133487062,-1.0837747195923204,-0.1960838012857318,1.298043681845045,-0.4861266591295551,-1.3436938160414513,-2.252938867734086,-1.800929654350108,-1.5856714395866292,-2.005692027733864,Chicago,0.7806133620359851
27,27,28,Colorado Rockies,-1.8438648497144332,1.8506899676896058,0.364,0.03345403492060902,2.6804156026437926,-2.111706547354474,37-44,22-59,Colorado Rockies2023,0.3150608919579948,0.31554520341700976,-0.26192617171760557,0.9962423119734365,1,-1.5311815029724156,"$155,645,682",-2.202910938555151,2023,COL,162,-0.311725971410726,-0.06710517370294311,-0.5247158704796956,1.897222343953496,-0.0188687917199165,-0.47055261194246123,-0.9050974793178036,-0.619024456985866,-2.140552444457161,-2.3648053789465835,Denver,-0.5557904101511153
28,28,29,Kansas City Royals,-2.0954579309650425,2.1028994315325824,0.346,-0.5832287774713287,1.5429767253604738,-1.5477739178737662,33-48,23-58,Kansas City Royals2023,-1.5024647104401538,-1.504976365097417,-1.811416161915165,0.4873105132023662,1,-2.3345792051493004,"$88,186,975",-2.5393171403706396,2023,KCR,162,-0.311725971410726,-0.6389817932657179,2.3343831315077894,1.123089265383969,-0.12813488244528196,-0.8472828633542943,-1.435675047850204,-1.091355320013296,-1.1330051736915059,-0.8848690687636845,KansasCity,-0.8241392195513223
29,29,30,Oakland Athletics,-2.5986440934662616,2.607318359218535,0.309,-1.8165944022552052,2.30126931021602,-2.957605491575536,26-55,24-57,Oakland Athletics2023,-2.1656906911458753,-2.169209998837193,-1.1589993239372443,-0.44573111787793385,1,-2.0667799710903387,"$51,230,000",-1.8665047367396626,2023,OAK,162,-0.1029192133487062,-1.7954434017148846,1.8742982346362402,1.7509955325039097,-0.4435151043282152,-2.4633432844510987,-1.7468972969702243,-1.753960921810119,-0.9077746308710698,-1.5135066623328284,San Francisco,-0.467453364270616
30,30,1,Los Angeles Dodgers,2.517081891962796,-2.5209407389219862,0.685,1.472380597168465,-2.438059345131138,2.963687117971896,57-24,54-27,Los Angeles Dodgers2022,2.0663477251434657,2.069643408557459,0.8798032947437566,0.23284461381682955,6,1.414610071676162,"$261,180,131",0.8247448777842455,2022,LAD,162,0.9672154217191453,1.5341493610728263,0.19827468174702478,0.6458514137244866,1.385136528426059,0.13307820711057752,0.7798562221708115,1.1991746189499561,2.5584646202098713,2.363388885615136,LosAngeles,1.5707515230477056
31,31,2,Houston Astros,2.097760089878447,-2.1005916325170255,0.654,0.03345403492060902,-2.438059345131138,1.9768050163806574,55-26,51-30,Houston Astros2022,0.4283178704158585,0.42900900331010117,0.6351469805020359,0.7417764125878998,5,0.07561390138135407,"$164,789,600",0.6004740765739199,2022,HOU,162,1.0194171112346504,0.13622873547493236,-0.29467342204392094,-0.2580410270212441,0.9491499553224193,-0.548050053562086,-0.2309330097622225,0.3415338796297069,1.7912476876225651,1.4088197830628173,Houston,0.26127163638085815
32,32,3,Atlanta Braves,1.6784382877940982,-1.6802425261120646,0.623,0.8556977847765272,-1.3006204678478208,1.553855544270127,55-26,46-35,Atlanta Braves2022,1.0443663670463956,1.045975499631876,-0.8327909049482852,1.2507082113589731,6,1.9502085397940854,"$181,075,000",0.7126094771790827,2022,ATL,162,1.7763416092094721,0.7970639403030276,-0.16322059436633543,1.5912355692724287,1.6380141665777375,-0.14648298901172987,-0.37873550501932607,0.764850769515252,1.631449792394051,1.2473628121666938,Atlanta,0.1299898805383025
33,33,4,New York Mets,1.6784382877940982,-1.6802425261120646,0.623,0.6501368473125467,-1.4901936140617065,1.4128723868999498,54-27,47-34,New York Mets2022,0.2547069085694847,0.2550160634141018,0.9613553994909949,2.268571808901117,4,0.34341313544031565,"$240,473,333",1.0490156789945713,2022,NYM,162,-0.1029192133487062,0.581021661801535,-0.984800767351245,-0.17532806603072262,-0.15740325616292214,0.3258834076394694,0.6858206872417263,0.46294360323751094,1.957264617716301,1.607669305954996,NewYork,2.9901520663013708
34,34,5,New York Yankees,1.5107095669603585,-1.5121028835500803,0.611,1.0612587222405059,-1.8693399064894793,2.1177881737508346,57-24,42-39,New York Yankees2022,1.0531348655821215,1.0548168346884805,1.4506680279744362,0.5721324796642098,6,1.1468108376172006,"$238,950,714",1.3854218808100598,2022,NYY,162,2.0634509015447495,1.0258145881281375,0.3297275094246103,0.8405270097099544,1.3785514956369296,-1.07199205820201,0.15244058899863702,0.5591564758183662,2.210195618426886,2.1493270921978174,NewYork,2.9901520663013708
35,35,6,St. Louis Cardinals,1.00752340445914,-1.0076839558641273,0.574,0.6501368473125467,-1.1110473216339343,1.130906072159596,53-28,40-41,St. Louis Cardinals2022,1.310690648576045,1.312689107172779,0.22738645676583577,0.7417764125878998,5,-0.7277838007955307,"$156,814,666",0.8247448777842455,2022,STL,162,0.5757027503528582,0.581021661801535,0.09968506098883563,-0.1103492729028053,0.5637916857025426,-0.21369959677912723,0.19213206573190847,0.4764472099452175,1.7275021348494974,1.617295062295647,StLouis,-0.7137735400633433
36,36,7,Cleveland Guardians,0.9236590440422701,-0.9236141345831352,0.568,-0.3776678400073501,-1.1110473216339343,0.566973442678888,46-35,46-35,Cleveland Guardians2022,-1.5180876152563565,-1.5206187271206404,-2.1376245809041268,-1.8877045477293042,3,-2.3345792051493004,"$65,960,000",0.039797073548105674,2022,CLE,162,-1.2513563826898153,-0.3593976681461391,0.8884020270543488,-0.7133566442294061,-1.3058272391202714,-0.09567109114622215,-0.4735461261087796,-0.9050878891089241,0.47224488587423,0.6031751191756147,Cleveland,-0.8161288073304206
37,37,8,Toronto Blue Jays,0.9236590440422701,-0.9236141345831352,0.568,0.6501368473125467,-0.5423278829922749,0.848939757419242,47-34,45-36,Toronto Blue Jays2022,0.3791829825088461,0.3797015578021144,-1.1589993239372443,0.9962423119734365,6,1.414610071676162,"$172,705,857",0.6004740765739199,2022,TOR,162,0.6540052846261156,0.6191467697723866,-0.820484732754263,-0.009038222816627306,0.5473710443305001,0.6774483203730215,0.4381754830773503,0.8443879954846538,2.430103482450703,1.863810314677072,Toronto,0.19674331571248332
38,38,9,Seattle Mariners,0.7559303232085305,-0.7554744920211509,0.556,-0.3776678400073501,-1.3006204678478208,0.566973442678888,46-35,44-37,Seattle Mariners2022,-0.13295964476191738,-0.13320922593039178,-0.751238800201044,-0.5305530843397804,2,0.07561390138135407,"$78,285,000",0.6004740765739199,2022,SEA,162,0.5757027503528582,-0.46106462273507687,-0.29467342204392094,0.9484014434505486,0.16649528097176197,-1.957097975805686,-0.5757751187734285,-0.5836448174915609,1.0872858939106362,0.5189536125541561,Seattle,-0.431629020727139
39,39,10,San Diego Padres,0.6720659627916606,-0.6714046707401587,0.549,-0.17210690254336963,-0.7319010292061622,0.4259902853087111,44-37,45-36,San Diego Padres2022,0.845327318305469,0.8465920590604995,-0.26192617171760557,1.5051741107445098,3,0.07561390138135407,"$173,600,824",1.3854218808100598,2022,SDP,162,-0.5727344189882508,-0.2704390828808186,-1.412022457303398,0.4648172287088131,-0.732471935195306,-1.10206888899128,-0.3416931623141218,-0.7392850456065925,0.6778218424695761,0.3255567885033106,SanDiego,-0.4747962421397759
40,40,11,Philadelphia Phillies,0.5043372419579211,-0.5032650281781744,0.537,0.23901497238458766,-0.5423278829922749,0.566973442678888,47-34,40-41,Philadelphia Phillies2022,-0.1476730064699687,-0.147944784358066,-0.26192617171760557,0.5721324796642098,2,0.6112123694992773,"$209,488,461",1.1611510795997342,2022,PHI,162,0.784509508414878,0.26331242871110455,0.42831713018279943,0.8016301076562625,0.6072737887689604,-0.12808195119993834,-0.4325072431269879,0.18153206923646809,1.0693278472487857,0.37800981667591643,Philadelphia,0.07280443773908757
41,41,12,Milwaukee Brewers,0.4204728815410513,-0.4191952068971823,0.531,0.03345403492060902,-0.5423278829922749,0.2850071279385342,46-35,40-41,Milwaukee Brewers2022,0.055869049087504105,0.05585932374161271,0.4720427710075564,0.06320068089313945,3,-0.4599845667365691,"$128,421,127",1.1611510795997342,2022,MIL,162,1.1499213350234128,-0.016271696408474243,0.13254826790823201,1.3342895610284675,0.8484940907038466,-1.5902045115508978,-0.5152181372832031,-0.14206014009305207,0.7325286235121445,0.6193993730376445,Milwaukee,-0.8857748913621493
42,42,13,Tampa Bay Rays,0.4204728815410513,-0.4191952068971823,0.531,-0.7887897149353092,-1.3006204678478208,0.4259902853087111,51-30,35-46,Tampa Bay Rays2022,-1.752449350418606,-1.755367507918435,-1.2405514286844854,0.4873105132023662,1,-1.263382268913454,"$73,004,211",0.26406787475843135,2022,TBR,162,-0.9381462455967855,-0.7660654865018901,0.09968506098883563,1.0850881022901917,-0.8659508724509599,-1.2399090767147116,-1.021709470848444,-1.1389054116767559,0.4584824567019321,0.01100585603691899,Tampa,-0.5526752498429869
43,43,14,Baltimore Orioles,0.16887980029044186,-0.16698574305420583,0.512,-0.5832287774713287,-0.5423278829922749,-0.13794234417199666,45-36,38-43,Baltimore Orioles2022,-1.4167986034105113,-1.4191700748685756,-1.2405514286844854,-0.7001970172634705,1,-1.263382268913454,"$48,000,000",0.8247448777842455,2022,BAL,162,-0.1029192133487062,-0.6643985319129523,0.09968506098883563,0.9989842038274168,-0.08546721566067535,-1.4864203996302972,-1.2685349238519017,-0.9317511984995558,0.44315804449668733,0.12527719621804664,Baltimore,-0.6866271430925097
44,44,15,Chicago White Sox,0.0011510794567022792,0.001153899507778469,0.5,-0.5832287774713287,-0.1631815905645019,-0.2789255015421736,37-44,44-37,Chicago White Sox2022,-0.5212381487559467,-0.5221146179715472,0.6351469805020359,0.9114203455115929,2,-0.19218533267760754,"$167,458,334",0.8247448777842455,2022,CHW,162,-0.6771377980192607,-0.5118981000295457,-1.1162535950288304,0.19049468815670467,-1.1851043145373974,0.06582803311472095,-0.8795776208968372,-0.8565974956725328,0.1569000114466744,-0.4871180645954654,Chicago,0.7726029498150834
45,45,16,San Francisco Giants,0.0011510794567022792,0.001153899507778469,0.5,-0.17210690254336963,-0.3527547367783892,0.14402397056835725,44-37,37-44,San Francisco Giants2022,0.14006954825163095,0.14019205812768665,1.2060117137327155,0.4873105132023662,2,-0.7277838007955307,"$131,929,667",0.8247448777842455,2022,SFG,162,0.2102909237443235,-0.1306470203210292,-0.9190743535124521,1.329572932765235,-0.017114073456173027,-1.6503358217857194,-0.5270640627708159,-0.5731670933688289,0.6947780913510598,-0.3004268905216688,SanFrancisco,-0.46967847877642205
46,46,17,Minnesota Twins,-0.25044200179390713,0.25336336335075493,0.481,-0.3776678400073501,-0.5423278829922749,0.14402397056835725,46-35,32-49,Minnesota Twins2022,-0.8121675972251547,-0.8135386234911657,-1.3221035334317266,0.31766658027867306,2,-0.19218533267760754,"$110,792,857",0.7126094771790827,2022,MIN,162,0.07978669995556113,-0.38481440679337353,-1.773517733416758,0.695569391960247,-0.14005977818704973,-0.5711173461101136,-0.38662492223247485,-0.27181954169033656,1.1053732461769883,0.2833762943096127,Minneapolis,-0.5477799979302136
47,47,18,Boston Red Sox,-0.25044200179390713,0.25336336335075493,0.481,0.03345403492060902,0.7846841405049296,-0.4199086589123506,43-38,35-46,Boston Red Sox2022,0.33902756242992643,0.33957549869906306,0.22738645676583577,1.4203521442826632,3,-0.4599845667365691,"$188,420,000",1.1611510795997342,2022,BOS,162,-0.5205327294727459,0.11081199682769793,-1.3134328365452088,0.7722785954031812,-0.20609239833062026,0.21327569105123706,-0.11363851964935176,-0.02297036753875792,0.5679216177137241,-0.10009067341183797,Boston,-0.24516442514059383
48,48,19,Chicago Cubs,-0.5858994434613863,0.5896426484747236,0.457,-0.7887897149353092,0.026391555649383742,-0.7018749736527045,37-44,37-44,Chicago Cubs2022,0.32741866275922105,0.32790040240636736,-0.5065824859593262,0.8265983790497464,2,-1.263382268913454,"$131,085,000",0.6004740765739199,2022,CHC,162,-0.41612935044173593,-0.880440810414445,0.6254963716991777,1.310404276856219,-0.3795757383746849,-1.2992998908534739,-0.8188675332863964,-0.8163281911684973,0.09417410471499307,-0.2907465900432329,Chicago,0.7726029498150834
49,49,20,Arizona Diamondbacks,-0.5858994434613863,0.5896426484747236,0.457,-0.3776678400073501,0.21596470186326938,-0.2789255015421736,40-41,34-47,Arizona Diamondbacks2022,-1.0859093355308032,-1.0877333606953496,-1.6483119524206855,1.2507082113589731,1,-0.9955830348544924,"$78,860,000",0.6004740765739199,2022,ARI,162,-0.05071752383320125,-0.30856419085167025,0.39545392326340306,0.7374370366130814,-0.0583155637512891,-1.9348368217210559,-1.3301669057606735,-1.1010622642392507,-0.3680573225085396,0.130571611251938,Phoenix,-0.1728482037018979
